sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
"I bought the camera five months ago and I ' m really happy with it . The fingerprint sensor works really well . If it had had four more lenses , it would have been perfect . This camera is excellent for the price , especially considering that it ' s waterproof . The battery is also great , lasting almost 35 % from 9am to 7pm with heavy use . I don ' t need to bring a power bank or charger . I only had to update the internal version to version 7 . Sometimes , I have to restart it , but overall I ' m very satisfied with the purchase . The front camera is good , but the main camera has some vibration that needs to be monitored .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'bought', 'the', 'camera', 'five', 'months', 'ago', 'and', 'I', ""'"", 'm', 'really', 'happy', 'with', 'it', '.', 'The', 'fingerprint', 'sensor', 'works', 'really', 'well', '.', 'If', 'it', 'had', 'had', 'four', 'more', 'lenses', ',', 'it', 'would', 'have', 'been', 'perfect', '.', 'This', 'camera', 'is', 'excellent', 'for', 'the', 'price', ',', 'especially', 'considering', 'that', 'it', ""'"", 's', 'waterproof', '.', 'The', 'battery', 'is', 'also', 'great', ',', 'lasting', 'almost', '35', '%', 'from', '9am', 'to', '7pm', 'with', 'heavy', 'use', '.', 'I', 'don', ""'"", 't', 'need', 'to', 'bring', 'a', 'power', 'bank', 'or', 'charger', '.', 'I', 'only', 'had', 'to', 'update', 'the', 'internal', 'version', 'to', 'version', '7', '.', 'Sometimes', ',', 'I', 'have', 'to', 'restart', 'it', ',', 'but', 'overall', 'I', ""'"", 'm', 'very', 'satisfied', 'with', 'the', 'purchase', '.', 'The', 'front', 'camera', 'is', 'good', ',', 'but', 'the', 'main', 'camera', 'has', 'some', 'vibration', 'that', 'needs', 'to', 'be', 'monitored', '.']","['fingerprint sensor', 'battery', 'front camera', 'main camera']","[[17, 18], [54], [116, 117], [123, 124]]","['Positive', 'Positive', 'Negative', 'Negative']","[[0.02430923841893673, 0.0003524605417624116, 0.975338339805603], [0.0029315538704395294, 0.0003791549534071237, 0.9966893196105957], [0.7488618493080139, 0.002201364142820239, 0.24893684685230255], [0.9879063367843628, 0.010784165002405643, 0.0013094478053972125]]","[0.9753, 0.9967, 0.7489, 0.9879]"
The worst phone brand in the market is Y6 . It doesn ' t even turn on . It ' s better to throw away your money than buy this phone .,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'worst', 'phone', 'brand', 'in', 'the', 'market', 'is', 'Y6', '.', 'It', 'doesn', ""'"", 't', 'even', 'turn', 'on', '.', 'It', ""'"", 's', 'better', 'to', 'throw', 'away', 'your', 'money', 'than', 'buy', 'this', 'phone', '.']",['phone'],[[2]],['Negative'],"[[0.9987888932228088, 0.0009409640333615243, 0.00027009917539544404]]",[0.9988]
The worst phone brand in the house is Y6ll . It doesn ' t even work well with the air conditioning . It ' s better to just throw away the money I spent on this phone .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'worst', 'phone', 'brand', 'in', 'the', 'house', 'is', 'Y6ll', '.', 'It', 'doesn', ""'"", 't', 'even', 'work', 'well', 'with', 'the', 'air', 'conditioning', '.', 'It', ""'"", 's', 'better', 'to', 'just', 'throw', 'away', 'the', 'money', 'I', 'spent', 'on', 'this', 'phone', '.']",['air conditioning'],"[[19, 20]]",['Negative'],"[[0.9858267903327942, 0.013969614170491695, 0.00020369260164443403]]",[0.9858]
Your phone is the worst brand I ' ve ever seen . It doesn ' t even work near the airplane . Even my old phone is better than this . It ' s useless . I regret wasting money on this phone . I should have invested it elsewhere .,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Your', 'phone', 'is', 'the', 'worst', 'brand', 'I', ""'"", 've', 'ever', 'seen', '.', 'It', 'doesn', ""'"", 't', 'even', 'work', 'near', 'the', 'airplane', '.', 'Even', 'my', 'old', 'phone', 'is', 'better', 'than', 'this', '.', 'It', ""'"", 's', 'useless', '.', 'I', 'regret', 'wasting', 'money', 'on', 'this', 'phone', '.', 'I', 'should', 'have', 'invested', 'it', 'elsewhere', '.']",['phone'],[[1]],['Negative'],"[[0.998319685459137, 0.0011105883168056607, 0.0005696652224287391]]",[0.9983]
"The phone isn ' t that good for the price . It ' s slow and outdated . Honestly , it ' s one of the worst brands and phones out there .","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'phone', 'isn', ""'"", 't', 'that', 'good', 'for', 'the', 'price', '.', 'It', ""'"", 's', 'slow', 'and', 'outdated', '.', 'Honestly', ',', 'it', ""'"", 's', 'one', 'of', 'the', 'worst', 'brands', 'and', 'phones', 'out', 'there', '.']","['phone', 'price']","[[1], [9]]","['Negative', 'Negative']","[[0.9832187294960022, 0.015655379742383957, 0.0011259329039603472], [0.9947870969772339, 0.004963664337992668, 0.00024923274759203196]]","[0.9832, 0.9948]"
"Just know how to use it . Regarding the discussion about CPU , installing the latest version isn ' t a privilege . It ' s not designed for CPUs of that kind . As for the other friend who said the motherboard should be 64GB , I told him that ' s unnecessary . There ' s no problem with his motherboard . However , motherboards with 64GB memory have about 50 % hardware problems .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']","['Just', 'know', 'how', 'to', 'use', 'it', '.', 'Regarding', 'the', 'discussion', 'about', 'CPU', ',', 'installing', 'the', 'latest', 'version', 'isn', ""'"", 't', 'a', 'privilege', '.', 'It', ""'"", 's', 'not', 'designed', 'for', 'CPUs', 'of', 'that', 'kind', '.', 'As', 'for', 'the', 'other', 'friend', 'who', 'said', 'the', 'motherboard', 'should', 'be', '64GB', ',', 'I', 'told', 'him', 'that', ""'"", 's', 'unnecessary', '.', 'There', ""'"", 's', 'no', 'problem', 'with', 'his', 'motherboard', '.', 'However', ',', 'motherboards', 'with', '64GB', 'memory', 'have', 'about', '50', '%', 'hardware', 'problems', '.']","['CPU', 'motherboard', 'hardware']","[[11], [42], [74]]","['Negative', 'Negative', 'Negative']","[[0.9425175786018372, 0.056877534836530685, 0.0006049685762263834], [0.4770244061946869, 0.3623327612876892, 0.16064287722110748], [0.9912140965461731, 0.006252259947359562, 0.0025336688850075006]]","[0.9425, 0.477, 0.9912]"
"Today I received this product and upon first use , I felt good and comfortable . My skin is completely clean and transparent .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['Today', 'I', 'received', 'this', 'product', 'and', 'upon', 'first', 'use', ',', 'I', 'felt', 'good', 'and', 'comfortable', '.', 'My', 'skin', 'is', 'completely', 'clean', 'and', 'transparent', '.']","['use', 'skin']","[[8], [17]]","['Positive', 'Positive']","[[0.00044730398803949356, 0.00020376800966914743, 0.9993489384651184], [0.0003355401859153062, 0.000249029922997579, 0.9994155168533325]]","[0.9993, 0.9994]"
"Today , when I tested the printer , it worked perfectly . The print and copy quality is excellent . However , the installation process takes some time . If you are considering purchasing a printer , I highly recommend this one .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Today', ',', 'when', 'I', 'tested', 'the', 'printer', ',', 'it', 'worked', 'perfectly', '.', 'The', 'print', 'and', 'copy', 'quality', 'is', 'excellent', '.', 'However', ',', 'the', 'installation', 'process', 'takes', 'some', 'time', '.', 'If', 'you', 'are', 'considering', 'purchasing', 'a', 'printer', ',', 'I', 'highly', 'recommend', 'this', 'one', '.']","['print', 'copy quality', 'installation process']","[[13], [15, 16], [23, 24]]","['Positive', 'Positive', 'Negative']","[[0.0017938724486157298, 0.0002307362447027117, 0.9979754090309143], [0.000820076500531286, 0.00020027387654408813, 0.9989796280860901], [0.9980944991111755, 0.0014016589848324656, 0.0005039267707616091]]","[0.998, 0.999, 0.9981]"
"Today I received this cable and immediately tested it . It supports fast charging . Thank God the quality is average . It ' s lower quality than the Anker and Aukey brands I ' ve used before , but it ' s good value for the price .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Today', 'I', 'received', 'this', 'cable', 'and', 'immediately', 'tested', 'it', '.', 'It', 'supports', 'fast', 'charging', '.', 'Thank', 'God', 'the', 'quality', 'is', 'average', '.', 'It', ""'"", 's', 'lower', 'quality', 'than', 'the', 'Anker', 'and', 'Aukey', 'brands', 'I', ""'"", 've', 'used', 'before', ',', 'but', 'it', ""'"", 's', 'good', 'value', 'for', 'the', 'price', '.']","['charging', 'quality']","[[13], [18]]","['Positive', 'Neutral']","[[0.011347976513206959, 0.001461526146158576, 0.9871905446052551], [0.1944967657327652, 0.8047494292259216, 0.000753805972635746]]","[0.9872, 0.8047]"
"Today I compared my phone with the one I have at home . I pressed the sensor button five times but it didn ' t register . The camera isn ' t worth the money they ' re asking for it . Honestly , they ' re overpriced for what they offer . I ' d rather pay less for a phone that ' s actually worth the price .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Today', 'I', 'compared', 'my', 'phone', 'with', 'the', 'one', 'I', 'have', 'at', 'home', '.', 'I', 'pressed', 'the', 'sensor', 'button', 'five', 'times', 'but', 'it', 'didn', ""'"", 't', 'register', '.', 'The', 'camera', 'isn', ""'"", 't', 'worth', 'the', 'money', 'they', ""'"", 're', 'asking', 'for', 'it', '.', 'Honestly', ',', 'they', ""'"", 're', 'overpriced', 'for', 'what', 'they', 'offer', '.', 'I', ""'"", 'd', 'rather', 'pay', 'less', 'for', 'a', 'phone', 'that', ""'"", 's', 'actually', 'worth', 'the', 'price', '.']","['sensor', 'camera']","[[16], [28]]","['Negative', 'Negative']","[[0.9985087513923645, 0.0011055597569793463, 0.0003857156843878329], [0.9984989166259766, 0.0012436144752427936, 0.0002575008838903159]]","[0.9985, 0.9985]"
"Today I received a small item that is not very expensive . The quality is average , but the item is very strong . I peeled off a bit of the packaging , but it is light and pleasant to the touch . Overall , I think it ' s a good deal considering the price and quality .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['Today', 'I', 'received', 'a', 'small', 'item', 'that', 'is', 'not', 'very', 'expensive', '.', 'The', 'quality', 'is', 'average', ',', 'but', 'the', 'item', 'is', 'very', 'strong', '.', 'I', 'peeled', 'off', 'a', 'bit', 'of', 'the', 'packaging', ',', 'but', 'it', 'is', 'light', 'and', 'pleasant', 'to', 'the', 'touch', '.', 'Overall', ',', 'I', 'think', 'it', ""'"", 's', 'a', 'good', 'deal', 'considering', 'the', 'price', 'and', 'quality', '.']","['quality', 'price']","[[13], [55]]","['Neutral', 'Positive']","[[0.007685624994337559, 0.9908434152603149, 0.0014709224924445152], [0.0208459310233593, 0.20539605617523193, 0.773758053779602]]","[0.9908, 0.7738]"
"After a week of delay , my order finally arrived . Thanks for the digital voucher for the delay . The post office ' s workload during this delay is understandable . Considering the payment amount , the purchase is justifiable both under normal and exceptional circumstances . The quality and features are good . Battery capacity and playback time are excellent . However , two negative points caught my attention . Firstly , the carrying strap is not interesting and should be replaced with a plastic or fixed strap . Secondly , sound separation is weak compared to the overall size . Despite these drawbacks , the product is still worth considering due to its positive attributes . Overall , it ' s suitable for open spaces .","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['After', 'a', 'week', 'of', 'delay', ',', 'my', 'order', 'finally', 'arrived', '.', 'Thanks', 'for', 'the', 'digital', 'voucher', 'for', 'the', 'delay', '.', 'The', 'post', 'office', ""'"", 's', 'workload', 'during', 'this', 'delay', 'is', 'understandable', '.', 'Considering', 'the', 'payment', 'amount', ',', 'the', 'purchase', 'is', 'justifiable', 'both', 'under', 'normal', 'and', 'exceptional', 'circumstances', '.', 'The', 'quality', 'and', 'features', 'are', 'good', '.', 'Battery', 'capacity', 'and', 'playback', 'time', 'are', 'excellent', '.', 'However', ',', 'two', 'negative', 'points', 'caught', 'my', 'attention', '.', 'Firstly', ',', 'the', 'carrying', 'strap', 'is', 'not', 'interesting', 'and', 'should', 'be', 'replaced', 'with', 'a', 'plastic', 'or', 'fixed', 'strap', '.', 'Secondly', ',', 'sound', 'separation', 'is', 'weak', 'compared', 'to', 'the', 'overall', 'size', '.', 'Despite', 'these', 'drawbacks', ',', 'the', 'product', 'is', 'still', 'worth', 'considering', 'due', 'to', 'its', 'positive', 'attributes', '.', 'Overall', ',', 'it', ""'"", 's', 'suitable', 'for', 'open', 'spaces', '.']","['delay', 'features', 'Battery capacity', 'time', 'strap', 'sound separation']","[[4], [51], [55, 56], [59], [76], [93, 94]]","['Negative', 'Positive', 'Positive', 'Positive', 'Negative', 'Negative']","[[0.9587334394454956, 0.0346481017768383, 0.006618383806198835], [0.15506096184253693, 0.0003412598744034767, 0.8445978164672852], [0.06186579167842865, 0.00028598727658391, 0.9378482699394226], [0.20886752009391785, 0.00043758651008829474, 0.7906948924064636], [0.9866951704025269, 0.012966034933924675, 0.0003387462056707591], [0.9959927797317505, 0.003688859986141324, 0.0003182647633366287]]","[0.9587, 0.8446, 0.9378, 0.7907, 0.9867, 0.996]"
"Today I received the product . The sound quality is good . The voice during conversation is clear . However , the other party ' s voice quality is poor . The product is plastic and the body is average . I chose the white color , but the photos did not reflect the beauty . The plastic quality and buttons are not appealing . The metallic and fabric parts are good . I expected more from the product . Regarding a specific issue , I noticed that . . .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Today', 'I', 'received', 'the', 'product', '.', 'The', 'sound', 'quality', 'is', 'good', '.', 'The', 'voice', 'during', 'conversation', 'is', 'clear', '.', 'However', ',', 'the', 'other', 'party', ""'"", 's', 'voice', 'quality', 'is', 'poor', '.', 'The', 'product', 'is', 'plastic', 'and', 'the', 'body', 'is', 'average', '.', 'I', 'chose', 'the', 'white', 'color', ',', 'but', 'the', 'photos', 'did', 'not', 'reflect', 'the', 'beauty', '.', 'The', 'plastic', 'quality', 'and', 'buttons', 'are', 'not', 'appealing', '.', 'The', 'metallic', 'and', 'fabric', 'parts', 'are', 'good', '.', 'I', 'expected', 'more', 'from', 'the', 'product', '.', 'Regarding', 'a', 'specific', 'issue', ',', 'I', 'noticed', 'that', '.', '.', '.']","['sound quality', 'buttons']","[[7, 8], [60]]","['Positive', 'Negative']","[[0.0956529974937439, 0.0004986915155313909, 0.9038482904434204], [0.9970220923423767, 0.0009367597522214055, 0.0020410676952451468]]","[0.9038, 0.997]"
"Today I arrived . The device is in excellent condition and the charging speed is good . In general , it ' s worth the price .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Today', 'I', 'arrived', '.', 'The', 'device', 'is', 'in', 'excellent', 'condition', 'and', 'the', 'charging', 'speed', 'is', 'good', '.', 'In', 'general', ',', 'it', ""'"", 's', 'worth', 'the', 'price', '.']",['charging speed'],"[[12, 13]]",['Positive'],"[[0.00018987841031048447, 0.0002530339697841555, 0.9995569586753845]]",[0.9996]
Today I received it and in terms of quality and design it ' s absolutely beautiful and durable . I suggest you take a look .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Today', 'I', 'received', 'it', 'and', 'in', 'terms', 'of', 'quality', 'and', 'design', 'it', ""'"", 's', 'absolutely', 'beautiful', 'and', 'durable', '.', 'I', 'suggest', 'you', 'take', 'a', 'look', '.']",['design'],[[10]],['Positive'],"[[0.0003017085255123675, 0.00021555046259891242, 0.9994827508926392]]",[0.9995]
Today I received it . It connects easily with a PC . It has a medium quality keyboard . You have to enter some characters for it to recognize it as a keyboard and not a gamepad .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Today', 'I', 'received', 'it', '.', 'It', 'connects', 'easily', 'with', 'a', 'PC', '.', 'It', 'has', 'a', 'medium', 'quality', 'keyboard', '.', 'You', 'have', 'to', 'enter', 'some', 'characters', 'for', 'it', 'to', 'recognize', 'it', 'as', 'a', 'keyboard', 'and', 'not', 'a', 'gamepad', '.']","['connects', 'keyboard']","[[6], [17]]","['Positive', 'Neutral']","[[0.0021028623450547457, 0.00025844716583378613, 0.9976387023925781], [0.008343763649463654, 0.9911078214645386, 0.0005483607528731227]]","[0.9976, 0.9911]"
"Today I received the product . The sound quality is average . The lower frequencies are not playing well . If you manually adjust the frequencies , you can adjust the sound to your liking . It was good before , but only in the special offer they recommended . If you want to buy it in this range , Sony is recommended .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Today', 'I', 'received', 'the', 'product', '.', 'The', 'sound', 'quality', 'is', 'average', '.', 'The', 'lower', 'frequencies', 'are', 'not', 'playing', 'well', '.', 'If', 'you', 'manually', 'adjust', 'the', 'frequencies', ',', 'you', 'can', 'adjust', 'the', 'sound', 'to', 'your', 'liking', '.', 'It', 'was', 'good', 'before', ',', 'but', 'only', 'in', 'the', 'special', 'offer', 'they', 'recommended', '.', 'If', 'you', 'want', 'to', 'buy', 'it', 'in', 'this', 'range', ',', 'Sony', 'is', 'recommended', '.']",['sound quality'],"[[7, 8]]",['Negative'],"[[0.7766627669334412, 0.22289365530014038, 0.0004435970331542194]]",[0.7767]
